City,Title,Recruitment_period,Education_period,Date,Quota,Address,State,Detail,Post
경기도 수원시,"서울대학교 수원수목원 생태프로그램 『들꽃의 속삭임』2025-05-19, 10:00",2025-04-28 ~ 2025-05-17,2025-05-19 ~ 2025-05-19,"월
10:00 ~ 11:30","20 / 20
(0 / 0)",서울대학교 수원수목원,접수마감,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10185&q_currPage=1&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,"서울대학교 수원수목원 생태프로그램 『수목원 덕후 되기』2025-05-19, 14:30",2025-04-28 ~ 2025-05-17,2025-05-19 ~ 2025-05-19,"월
14:30 ~ 16:00","20 / 20
(0 / 0)",서울대학교 수원수목원,접수마감,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10186&q_currPage=1&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,"서울대학교 수원수목원 생태프로그램 『수목원 덕후 되기』2025-05-20, 14:30",2025-04-28 ~ 2025-05-18,2025-05-20 ~ 2025-05-20,"화
14:30 ~ 16:00","8 / 20
(0 / 0)",서울대학교 수원수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10190&q_currPage=1&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,"서울대학교 수원수목원 생태프로그램 『들꽃의 속삭임』2025-05-20, 10:30",2025-04-28 ~ 2025-05-18,2025-05-20 ~ 2025-05-20,"화
10:30 ~ 12:00","20 / 20
(0 / 0)",서울대학교 수원수목원,접수마감,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10188&q_currPage=1&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,"서울대학교 수원수목원 생태프로그램 『들꽃의 속삭임』2025-05-20, 14:00",2025-04-28 ~ 2025-05-18,2025-05-20 ~ 2025-05-20,"화
14:00 ~ 15:30","1 / 20
(0 / 0)",서울대학교 수원수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10189&q_currPage=1&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,"서울대학교 수원수목원 생태프로그램 『들꽃의 속삭임』2025-05-20, 10:00",2025-04-28 ~ 2025-05-18,2025-05-20 ~ 2025-05-20,"화
10:00 ~ 11:30","20 / 20
(0 / 0)",서울대학교 수원수목원,접수마감,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10187&q_currPage=1&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,2025년 5월 원목도마(월넛) 목요일 오전 3차 (2025-05-22),2025-05-12 ~ 2025-05-18,2025-05-22 ~ 2025-05-22,"목
10:00 ~ 13:00","7 / 7
(0 / 0)",수원시 목공체험장,접수마감,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10127&q_currPage=1&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,산림치유 프로그램(광교산) - 오전10시 13차 (2025-05-22),2025-04-07 ~ 2025-05-18,2025-05-22 ~ 2025-05-22,"목
10:00 ~ 12:00","15 / 15
(0 / 0)",광교산 산림욕장,접수마감,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10055&q_currPage=1&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,산림치유 프로그램(광교산) - 오후2시 13차 (2025-05-22),2025-04-07 ~ 2025-05-18,2025-05-22 ~ 2025-05-22,"목
14:00 ~ 16:00","15 / 15
(0 / 0)",광교산 산림욕장,접수마감,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10073&q_currPage=1&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,산림치유 프로그램(광교산) - 오후2시 14차 (2025-05-23),2025-04-08 ~ 2025-05-19,2025-05-23 ~ 2025-05-23,"금
14:00 ~ 16:00","5 / 15
(0 / 0)",광교산 산림욕장,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10074&q_currPage=1&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,산림치유 프로그램(칠보산) - 오전10시 7차 (2025-05-23),2025-04-08 ~ 2025-05-19,2025-05-23 ~ 2025-05-23,"금
10:00 ~ 12:00","1 / 15
(0 / 0)",칠보산,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10085&q_currPage=2&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,산림치유 프로그램(광교산) - 오전10시 14차 (2025-05-23),2025-04-08 ~ 2025-05-19,2025-05-23 ~ 2025-05-23,"금
10:00 ~ 12:00","7 / 15
(0 / 0)",광교산 산림욕장,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10056&q_currPage=2&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,2025년 5월 미니 협탁(금) 오전 4차 (2025-05-23),2025-05-13 ~ 2025-05-19,2025-05-23 ~ 2025-05-23,"금
10:00 ~ 13:00","0 / 7
(0 / 0)",수원시 목공체험장,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10132&q_currPage=2&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,산림치유 프로그램(칠보산) - 오후2시 7차 (2025-05-23),2025-04-08 ~ 2025-05-19,2025-05-23 ~ 2025-05-23,"금
14:00 ~ 16:00","1 / 15
(0 / 0)",칠보산,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10094&q_currPage=2&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,"서울대학교 수원수목원 생태프로그램 『들꽃의 속삭임』2025-05-21, 10:00",2025-04-28 ~ 2025-05-19,2025-05-21 ~ 2025-05-21,"수
10:00 ~ 11:30","0 / 20
(0 / 0)",서울대학교 수원수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10191&q_currPage=2&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,"서울대학교 수원수목원 생태프로그램 『들꽃의 속삭임』2025-05-21, 10:30",2025-04-28 ~ 2025-05-19,2025-05-21 ~ 2025-05-21,"수
10:30 ~ 12:00","1 / 20
(0 / 0)",서울대학교 수원수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10192&q_currPage=2&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,"서울대학교 수원수목원 생태프로그램 『들꽃의 속삭임』2025-05-22, 10:30",2025-04-28 ~ 2025-05-20,2025-05-22 ~ 2025-05-22,"목
10:30 ~ 12:00","2 / 20
(0 / 0)",서울대학교 수원수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10194&q_currPage=2&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,"서울대학교 수원수목원 생태프로그램 『들꽃의 속삭임』2025-05-22, 14:00",2025-04-28 ~ 2025-05-20,2025-05-22 ~ 2025-05-22,"목
14:00 ~ 15:30","2 / 20
(0 / 0)",서울대학교 수원수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10195&q_currPage=2&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,"서울대학교 수원수목원 생태프로그램 『수목원 덕후 되기』2025-05-22, 14:30",2025-04-28 ~ 2025-05-20,2025-05-22 ~ 2025-05-22,"목
14:30 ~ 16:00","1 / 20
(0 / 0)",서울대학교 수원수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10196&q_currPage=2&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,"서울대학교 수원수목원 생태프로그램 『들꽃의 속삭임』2025-05-22, 10:00",2025-04-28 ~ 2025-05-20,2025-05-22 ~ 2025-05-22,"목
10:00 ~ 11:30","4 / 20
(0 / 0)",서울대학교 수원수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10193&q_currPage=2&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,2025년 5월 캄포원목 도마 (토) 오후 4차 (2025-05-24),2025-05-14 ~ 2025-05-20,2025-05-24 ~ 2025-05-24,"토
14:00 ~ 17:00","0 / 10
(0 / 0)",수원시 목공체험장,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10137&q_currPage=3&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
